ano_agricola;dsc_safra_previsao;uf;produto;id_produto;area_plantada_mil_ha;producao_mil_t;dsc_situacao_levantamento;producao_acucar_mil_t;producao_etanol_anidro_mil_l;producao_etanol_hidratado_mil_l;producao_etanol_total_mil_l;produtcao_atr_kg_t;escala_producao
2023/24;UNICA          ;BA;CANA DE ACUCAR                          ;4238;65.7;5950.5;PREVISAO                                                    ;131.2;175243.9;220506.4;395750.3;134.7;Media Producao
2023/24;UNICA          ;ES;CANA DE ACUCAR                          ;4238;48.7;2815.6;PREVISAO                                                    ;150.6;106991.0;8239.0;115230.0;121.9;Media Producao
2023/24;UNICA          ;GO;CANA DE ACUCAR                          ;4238;954.8;76600.6;PREVISAO                                                    ;2719.2;1243421.7;3506169.9;4749591.6;137.3;Grande Producao
2023/24;UNICA          ;MA;CANA DE ACUCAR                          ;4238;29.3;2078.2;PREVISAO                                                    ;19.5;136583.2;24104.6;160687.8;134.1;Media Producao
2023/24;UNICA          ;MG;CANA DE ACUCAR                          ;4238;929.2;81376.5;PREVISAO                                                    ;5481.6;1359436.5;1946597.0;3306033.5;137.2;Grande Producao
2023/24;UNICA          ;MS;CANA DE ACUCAR                          ;4238;629.9;50771.7;PREVISAO                                                    ;2209.5;847747.4;2027989.0;2875736.4;133.6;Grande Producao
2023/24;UNICA          ;MT;CANA DE ACUCAR                          ;4238;194.1;17663.3;PREVISAO                                                    ;539.3;364060.8;740085.1;1104145.9;135.4;Grande Producao
2023/24;UNICA          ;PA;CANA DE ACUCAR                          ;4238;16.9;1276.0;PREVISAO                                                    ;78.8;37172.0;12590.0;49762.0;130.0;Pequena Producao
2023/24;UNICA          ;PB;CANA DE ACUCAR                          ;4238;125.6;7605.7;PREVISAO                                                    ;228.0;211758.0;151299.0;363057.0;124.4;Media Producao
2023/24;UNICA          ;PE;CANA DE ACUCAR                          ;4238;233.7;13810.2;PREVISAO                                                    ;969.5;139090.2;192747.2;331837.4;123.6;Grande Producao
2023/24;UNICA          ;PI;CANA DE ACUCAR                          ;4238;20.3;1302.0;PREVISAO                                                    ;97.5;32842.0;14319.0;47161.0;131.5;Pequena Producao
2023/24;UNICA          ;PR;CANA DE ACUCAR                          ;4238;524.4;38730.9;PREVISAO                                                    ;2890.6;818432.2;541181.4;1359613.6;128.9;Grande Producao
2023/24;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;29.7;1425.3;PREVISAO                                                    ;33.7;0.0;82005.0;82005.0;118.2;Pequena Producao
2023/24;UNICA          ;RN;CANA DE ACUCAR                          ;4238;66.7;3519.6;PREVISAO                                                    ;218.7;39155.0;97468.6;136623.6;127.5;Media Producao
2023/24;UNICA          ;SE;CANA DE ACUCAR                          ;4238;43.1;2535.9;PREVISAO                                                    ;133.5;17400.0;93739.0;111139.0;123.9;Media Producao
2023/24;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4091.2;383409.5;PREVISAO                                                    ;28261.9;6141160.2;7683590.0;13824750.2;135.4;Grande Producao
2023/24;UNICA          ;TO;CANA DE ACUCAR                          ;4238;28.2;2363.0;PREVISAO                                                    ;0.0;106940.0;85654.0;192594.0;127.0;Media Producao
2024/25;UNICA          ;AL;CANA DE ACUCAR                          ;4238;309.7;20843.0;PREVISAO                                                    ;1571.7;254742.8;236255.4;490998.2;129.1;Grande Producao
2024/25;UNICA          ;AM;CANA DE ACUCAR                          ;4238;3.8;302.0;PREVISAO                                                    ;17.9;0.0;6934.0;6934.0;108.0;Pequena Producao
2024/25;UNICA          ;BA;CANA DE ACUCAR                          ;4238;68.8;5815.4;PREVISAO                                                    ;185.0;120000.0;174600.0;294600.0;116.1;Media Producao
2024/25;UNICA          ;ES;CANA DE ACUCAR                          ;4238;50.5;2767.1;PREVISAO                                                    ;169.8;64948.0;34450.0;99398.0;120.5;Media Producao
2024/25;UNICA          ;GO;CANA DE ACUCAR                          ;4238;975.3;79307.8;PREVISAO                                                    ;2984.3;1357091.0;3380943.0;4738034.0;136.5;Grande Producao
2024/25;UNICA          ;MA;CANA DE ACUCAR                          ;4238;30.0;2367.3;PREVISAO                                                    ;42.1;143187.0;21802.0;164989.0;132.3;Media Producao
2024/25;UNICA          ;MG;CANA DE ACUCAR                          ;4238;950.7;81876.3;PREVISAO                                                    ;6047.1;1376950.0;1653768.5;3030718.5;137.2;Grande Producao
2024/25;UNICA          ;MS;CANA DE ACUCAR                          ;4238;647.9;52230.5;PREVISAO                                                    ;2372.7;747792.6;2175435.2;2923227.8;133.8;Grande Producao
2024/25;UNICA          ;MT;CANA DE ACUCAR                          ;4238;205.3;17627.3;PREVISAO                                                    ;532.3;443577.9;667040.3;1110618.2;135.0;Grande Producao
2024/25;UNICA          ;PA;CANA DE ACUCAR                          ;4238;16.7;1312.0;PREVISAO                                                    ;76.7;38247.0;12045.0;50292.0;130.9;Pequena Producao
2024/25;UNICA          ;PB;CANA DE ACUCAR                          ;4238;129.3;8053.3;PREVISAO                                                    ;367.2;207709.0;129928.0;337637.0;123.3;Media Producao
2024/25;UNICA          ;PE;CANA DE ACUCAR                          ;4238;245.0;14814.6;PREVISAO                                                    ;1191.3;130223.0;195617.0;325840.0;126.8;Grande Producao
2024/25;UNICA          ;PI;CANA DE ACUCAR                          ;4238;20.4;1250.0;PREVISAO                                                    ;112.5;18681.0;8006.0;26687.0;131.0;Pequena Producao
2024/25;UNICA          ;PR;CANA DE ACUCAR                          ;4238;488.3;34206.3;PREVISAO                                                    ;2616.8;557803.9;541926.9;1099730.8;130.0;Grande Producao
2024/25;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;36.1;1965.4;PREVISAO                                                    ;61.6;0.0;99455.0;99455.0;123.4;Pequena Producao
2024/25;UNICA          ;RN;CANA DE ACUCAR                          ;4238;70.3;3769.9;PREVISAO                                                    ;230.8;39155.0;93338.9;132493.9;127.3;Media Producao
2024/25;UNICA          ;SE;CANA DE ACUCAR                          ;4238;45.4;2703.8;PREVISAO                                                    ;136.0;18000.0;112000.0;130000.0;125.2;Media Producao
2024/25;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4305.4;356189.5;PREVISAO                                                    ;27280.5;5880671.0;7324455.8;13205126.8;135.8;Grande Producao
2024/25;UNICA          ;TO;CANA DE ACUCAR                          ;4238;29.0;2430.0;PREVISAO                                                    ;0.0;115000.0;87152.0;202152.0;128.0;Media Producao
